ID_Evento,Fecha_Evento,Tipo_Evento,Competicion,Rival,Local_Visitante,Goles_FCB,Goles_Rival,Resultado_Partido,Jugador_Clave,Estado_Jugador_Clave,Posesion_Porcentaje_FCB,Nivel_Rendimiento
1427,2024-11-03 00:00:00,Partido,Copa del Rey,Atlético Madrid,visitante,0,3,empate,Lewandowski,Disponible,63.6,Regular
1428,2025-04-10 00:00:00,Entrenamiento,Amistoso,Sevilla,local,4,0,Victoria,Ter Stegen,Disponible,58.5,Excelente
1429,2025-03-30 00:00:00,Partido,La Liga,Real Madrid,visitante,2,3,Derrota,Lewandowski,Sancionado,50.3,Regular
1430,2024-09-04 00:00:00,Entrenamiento,La Liga,Girona,local,2,2,derrota,Gavi,Disponible,66.2,Regular
1431,2025-03-03 00:00:00,Rueda de Prensa,Supercopa España,Atlético Madrid,local,0,0,empate,Araujo,Lesionado,40.4,Regular
1432,2024-10-29 00:00:00,Partido,La liga,Sevilla,local,4,0,Victoria,Gavi,Disponible,46.8,Excelente
1433,2025-04-21 00:00:00,Partido,La Liga,PSG,Visitante,2,2,Victoria,Ter Stegen,Disponible,57.0,Regular
1434,2024-11-01 00:00:00,Entrenamiento,Copa del Rey,Sevilla,visitante,2,2,Derrota,Lewandowski,En Forma,50.5,Regular
1435,2024-10-29 00:00:00,Partido,La liga,PSG,local,2,0,Empate,Lamine Yamal,Disponible,58.3,Regular
1436,2024-11-23 00:00:00,Partido,Copa del Rey,Atlético Madrid,Local,4,2,Victoria,Ter Stegen,Disponible,40.7,Bueno
1437,2024-11-13 00:00:00,Entrenamiento,La Liga,PSG,Visitante,4,1,derrota,De Jong,Lesionado,43.5,Regular
1438,2025-02-12 00:00:00,Partido,La Liga,Bayern M.,visitante,0,3,Victoria,Gavi,Disponible,43.8,Regular
1439,2024-11-22 00:00:00,Entrenamiento,Supercopa España,Bayern M.,local,3,3,derrota,Gavi,Disponible,45.7,Regular
1440,2024-10-14 00:00:00,Partido,La Liga,Bayern M.,Local,2,3,empate,Pedri,Disponible,53.8,Regular
1441,2025-03-05 00:00:00,Entrenamiento,La liga,Real Madrid,visitante,3,1,empate,Lewandowski,Disponible,62.6,Regular
1442,2025-05-04 00:00:00,Partido,champions league,Atlético Madrid,visitante,4,2,victoria,De Jong,Disponible,67.2,Bueno
1443,2025-04-06 00:00:00,Rueda de Prensa,La liga,Sevilla,Visitante,4,2,victoria,Lamine Yamal,Disponible,65.1,Bueno
1444,2025-01-11 00:00:00,Entrenamiento,La liga,Sevilla,visitante,4,0,derrota,Gavi,Sancionado,45.9,Regular
1445,2025-02-08 00:00:00,Partido,Supercopa España,Real Madrid,Visitante,3,2,Empate,Gavi,Lesionado,53.2,Regular
1446,2025-03-15 00:00:00,Partido,Supercopa España,PSG,local,4,0,Victoria,De Jong,Lesionado,46.0,Excelente
1447,2025-01-24 00:00:00,Rueda de Prensa,La Liga,Real Madrid,Visitante,0,1,Victoria,Ter Stegen,Disponible,47.9,Regular
1448,2024-11-07 00:00:00,Partido,Champions League,PSG,Local,4,3,victoria,Ter Stegen,Sancionado,55.1,Bueno
1449,2024-09-05 00:00:00,Partido,Champions League,PSG,Visitante,1,3,derrota,Lewandowski,Disponible,42.0,Malo
1450,2024-11-04 00:00:00,Partido,Supercopa España,Girona,Local,3,3,Victoria,Pedri,Sancionado,46.5,Regular
1451,2024-12-30 00:00:00,Partido,La Liga,Sevilla,Visitante,1,2,Victoria,Gavi,Lesionado,68.1,Regular
1452,2024-12-29 00:00:00,Entrenamiento,Champions League,Bayern M.,visitante,4,0,Empate,Pedri,Lesionado,54.0,Regular
1453,2025-02-06 00:00:00,Partido,La Liga,PSG,local,0,0,Derrota,Ter Stegen,Disponible,53.4,Regular
1454,2025-03-12 00:00:00,Partido,La Liga,Girona,Local,2,1,victoria,Ter Stegen,Disponible,40.4,Bueno
1455,2024-09-06 00:00:00,Partido,La Liga,Sevilla,Visitante,4,2,victoria,Araujo,Disponible,47.4,Bueno
1456,2025-04-25 00:00:00,Partido,Amistoso,Bayern M.,Visitante,0,1,Derrota,Lamine Yamal,Lesionado,66.0,Regular
1457,2025-01-30 00:00:00,Partido,La liga,PSG,Visitante,3,0,Victoria,Lewandowski,Disponible,44.9,Excelente
1458,2024-08-13 00:00:00,Partido,La Liga,PSG,visitante,1,0,Empate,Araujo,Lesionado,52.5,Regular
1459,2025-05-06 00:00:00,Rueda de Prensa,Amistoso,Real Madrid,visitante,1,3,Empate,Lamine Yamal,Disponible,40.4,Regular
1460,2025-03-05 00:00:00,Partido,Supercopa España,Real Madrid,Local,1,2,victoria,Araujo,Disponible,54.4,Regular
1461,2025-05-13 00:00:00,Partido,Champions League,Sevilla,Local,3,0,Empate,Araujo,Disponible,40.6,Regular
1462,2025-04-30 00:00:00,Entrenamiento,La liga,Bayern M.,visitante,0,3,empate,Lewandowski,Disponible,64.6,Regular
1463,2024-10-01 00:00:00,Partido,champions league,PSG,Local,3,2,Derrota,Lewandowski,Disponible,64.7,Regular
1464,2024-10-23 00:00:00,Entrenamiento,Champions League,Sevilla,local,1,1,Victoria,De Jong,Disponible,63.6,Regular
1465,2025-03-05 00:00:00,Partido,La liga,Sevilla,local,4,2,empate,Pedri,Indisponible,48.5,Regular
1466,2025-02-03 00:00:00,Partido,champions league,Atlético Madrid,visitante,2,2,Derrota,Pedri,Disponible,65.1,Regular
1467,2024-08-19 00:00:00,Partido,Champions League,Real Madrid,Local,3,0,derrota,De Jong,Disponible,56.3,Regular
1468,2025-01-24 00:00:00,Partido,La liga,Bayern M.,Visitante,3,0,victoria,De Jong,Lesionado,51.2,Excelente
1469,2024-11-08 00:00:00,Entrenamiento,Champions League,PSG,local,0,2,Empate,Ter Stegen,Sancionado,58.8,Regular
1470,2025-03-21 00:00:00,Partido,Champions League,Sevilla,visitante,0,0,derrota,Lamine Yamal,Lesionado,40.4,Regular
1471,2024-10-15 00:00:00,Partido,champions league,PSG,Local,3,0,Empate,Araujo,Disponible,44.3,Regular
1472,2025-04-22 00:00:00,Partido,Champions League,Atlético Madrid,visitante,1,0,empate,De Jong,Sancionado,62.3,Regular
1473,2025-05-11 00:00:00,Partido,Champions League,Bayern M.,Visitante,2,3,Victoria,Gavi,Lesionado,47.3,Regular
1474,2025-02-22 00:00:00,Entrenamiento,champions league,Sevilla,local,0,3,Victoria,Pedri,Disponible,57.9,Regular
1475,2025-03-11 00:00:00,Partido,Supercopa España,PSG,visitante,1,2,Victoria,De Jong,Disponible,51.6,Regular
1476,2024-09-21 00:00:00,Partido,La Liga,Real Madrid,visitante,4,0,Empate,Gavi,Disponible,65.6,Regular
1477,2024-12-22 00:00:00,Partido,Copa del Rey,Atlético Madrid,visitante,0,3,derrota,Gavi,Disponible,68.6,Malo
1478,2024-10-08 00:00:00,Partido,Amistoso,Bayern M.,Visitante,1,2,Victoria,Gavi,Lesionado,66.5,Regular
1479,2024-11-07 00:00:00,Entrenamiento,Copa del Rey,Atlético Madrid,visitante,1,0,derrota,Ter Stegen,Disponible,48.1,Regular
1480,2024-08-25 00:00:00,Partido,Copa del Rey,Real Madrid,Visitante,2,1,Empate,Ter Stegen,En Forma,45.8,Regular
1481,2024-09-22 00:00:00,Entrenamiento,La liga,Bayern M.,Visitante,2,0,empate,Gavi,Disponible,54.2,Regular
1482,2024-12-29 00:00:00,Partido,La Liga,Atlético Madrid,Visitante,4,0,derrota,Lamine Yamal,Disponible,40.2,Regular
1483,2024-12-22 00:00:00,Partido,La liga,Girona,local,1,3,empate,Ter Stegen,Disponible,40.8,Regular
1484,2024-09-26 00:00:00,Rueda de Prensa,La Liga,Real Madrid,local,1,2,Empate,Araujo,Disponible,56.6,Regular
1485,2024-09-08 00:00:00,Partido,champions league,Real Madrid,visitante,2,2,Empate,Gavi,Lesionado,55.6,Regular
1486,2024-11-17 00:00:00,Partido,champions league,Real Madrid,visitante,0,3,victoria,Araujo,Lesionado,69.8,Regular
1487,2025-01-28 00:00:00,Entrenamiento,La Liga,Girona,local,0,0,Empate,Araujo,Disponible,46.1,Regular
1488,2024-09-11 00:00:00,Partido,Champions League,Girona,Local,3,1,Empate,Gavi,Disponible,47.7,Regular
1489,2025-02-02 00:00:00,Entrenamiento,Supercopa España,PSG,local,2,0,Derrota,Pedri,Disponible,43.4,Regular
1490,2025-03-11 00:00:00,Partido,Champions League,Sevilla,Visitante,3,0,Victoria,Lamine Yamal,Lesionado,67.5,Excelente
1491,2024-11-30 00:00:00,Rueda de Prensa,Supercopa España,Atlético Madrid,local,2,1,victoria,Gavi,Disponible,63.3,Bueno
1492,2024-12-11 00:00:00,Entrenamiento,La liga,PSG,Visitante,4,3,victoria,Gavi,Disponible,64.7,Bueno
1493,2025-01-10 00:00:00,Partido,Supercopa España,Atlético Madrid,visitante,1,2,victoria,Ter Stegen,Disponible,67.1,Regular
1494,2025-03-03 00:00:00,Rueda de Prensa,La liga,Sevilla,Local,4,3,Derrota,Gavi,En Forma,55.7,Regular
1495,2025-03-09 00:00:00,Partido,champions league,Girona,visitante,2,3,empate,Pedri,Disponible,53.5,Regular
1496,2025-03-23 00:00:00,Rueda de Prensa,Copa del Rey,Sevilla,Visitante,1,0,Empate,Ter Stegen,Disponible,49.9,Regular
1497,2024-12-24 00:00:00,Partido,champions league,Girona,Visitante,0,2,Victoria,Lewandowski,Lesionado,57.7,Regular
1498,2025-03-27 00:00:00,Partido,champions league,Sevilla,Visitante,0,2,derrota,Lewandowski,Disponible,53.6,Malo
1499,2024-10-15 00:00:00,Partido,Copa del Rey,PSG,Local,3,3,empate,Araujo,Disponible,53.5,Regular
1500,2024-08-09 00:00:00,Partido,Supercopa España,Bayern M.,local,2,1,Empate,Lamine Yamal,En Forma,68.1,Regular
1501,2024-10-13 00:00:00,Partido,Supercopa España,PSG,visitante,2,3,Derrota,Araujo,Lesionado,69.5,Regular
1502,2025-04-10 00:00:00,Entrenamiento,La liga,Atlético Madrid,visitante,0,1,Empate,Pedri,Disponible,63.9,Regular
1503,2025-03-18 00:00:00,Entrenamiento,Champions League,PSG,local,4,2,Empate,De Jong,Disponible,62.7,Regular
1504,2024-08-07 00:00:00,Rueda de Prensa,La liga,Real Madrid,visitante,1,3,Derrota,Lamine Yamal,Disponible,60.4,Malo
1505,2025-01-21 00:00:00,Partido,Champions League,Atlético Madrid,Local,4,0,victoria,Lewandowski,Lesionado,45.0,Excelente
1506,2024-12-19 00:00:00,Partido,champions league,Sevilla,visitante,4,3,victoria,Araujo,Disponible,41.8,Bueno
1507,2025-01-15 00:00:00,Partido,Copa del Rey,Atlético Madrid,Visitante,0,2,Victoria,Lewandowski,Lesionado,60.7,Regular
1508,2025-01-17 00:00:00,Partido,champions league,Bayern M.,local,0,0,Victoria,Pedri,Disponible,61.9,Regular
1509,2025-05-10 00:00:00,Partido,La Liga,Girona,Local,0,0,victoria,Pedri,Disponible,41.4,Regular
1510,2024-11-30 00:00:00,Partido,Supercopa España,Sevilla,local,3,1,empate,De Jong,Lesionado,67.8,Regular
1511,2025-02-10 00:00:00,Entrenamiento,Champions League,Atlético Madrid,Local,4,0,derrota,De Jong,En Forma,42.7,Regular
1512,2024-08-05 00:00:00,Partido,La liga,Sevilla,Visitante,2,0,Empate,Ter Stegen,Disponible,48.6,Regular
1513,2024-08-29 00:00:00,Partido,Copa del Rey,Sevilla,local,1,3,derrota,Lamine Yamal,Disponible,60.2,Malo
1514,2025-01-12 00:00:00,Partido,Champions League,Sevilla,visitante,3,2,Empate,Pedri,Disponible,45.1,Regular
1515,2024-12-14 00:00:00,Partido,La liga,Girona,Local,2,1,victoria,Araujo,Sancionado,41.7,Bueno
1516,2024-12-23 00:00:00,Partido,Supercopa España,PSG,local,4,3,Victoria,Lewandowski,Indisponible,49.9,Bueno
1517,2025-03-05 00:00:00,Rueda de Prensa,champions league,Sevilla,visitante,0,0,empate,Gavi,Disponible,63.0,Regular
1518,2024-12-10 00:00:00,Partido,Supercopa España,Real Madrid,local,4,0,Victoria,De Jong,Lesionado,52.4,Excelente
1519,2025-05-19 00:00:00,Partido,Amistoso,Bayern M.,local,1,1,derrota,Gavi,Disponible,59.6,Regular
1520,2024-10-09 00:00:00,Partido,La Liga,Girona,local,3,2,Victoria,Araujo,Disponible,57.4,Bueno
1521,2025-04-09 00:00:00,Entrenamiento,Amistoso,Atlético Madrid,Local,3,1,victoria,De Jong,Disponible,40.7,Bueno
1522,2025-05-02 00:00:00,Rueda de Prensa,Copa del Rey,Girona,visitante,1,3,empate,Gavi,Disponible,69.7,Regular
1523,2025-01-29 00:00:00,Entrenamiento,Champions League,Atlético Madrid,Visitante,2,1,derrota,Lamine Yamal,Disponible,41.2,Regular
1524,2025-01-14 00:00:00,Partido,Copa del Rey,Girona,Local,2,0,empate,Araujo,Disponible,69.0,Regular
1525,2024-10-30 00:00:00,Partido,champions league,Atlético Madrid,Local,3,3,Empate,Lewandowski,Disponible,56.5,Regular
1526,2025-02-18 00:00:00,Partido,La liga,Sevilla,Local,3,0,Victoria,Lamine Yamal,En Forma,68.9,Excelente
1527,2024-08-19 00:00:00,Rueda de Prensa,Supercopa España,PSG,Visitante,0,2,empate,Araujo,Disponible,43.4,Regular
1528,2024-09-08 00:00:00,Entrenamiento,Amistoso,Atlético Madrid,visitante,2,0,Derrota,Ter Stegen,Disponible,54.7,Regular
1529,2024-12-04 00:00:00,Partido,Amistoso,Atlético Madrid,visitante,1,0,Victoria,De Jong,Disponible,45.1,Bueno
1530,2025-01-20 00:00:00,Entrenamiento,champions league,Real Madrid,visitante,2,1,Empate,Pedri,Lesionado,41.5,Regular
1531,2024-12-19 00:00:00,Entrenamiento,Amistoso,Atlético Madrid,local,0,0,empate,Lewandowski,Disponible,58.5,Regular
1532,2025-03-30 00:00:00,Partido,champions league,Real Madrid,local,3,3,derrota,Lamine Yamal,Disponible,46.2,Regular
1533,2025-03-08 00:00:00,Rueda de Prensa,Copa del Rey,Bayern M.,local,3,3,Empate,Lamine Yamal,Indisponible,57.6,Regular
1534,2024-12-04 00:00:00,Rueda de Prensa,Supercopa España,Sevilla,Visitante,0,2,Derrota,Gavi,Disponible,43.4,Malo
1535,2024-09-27 00:00:00,Partido,Champions League,Real Madrid,local,1,3,empate,De Jong,Disponible,50.0,Regular
1536,2024-12-26 00:00:00,Partido,La liga,PSG,Visitante,3,1,victoria,Pedri,Lesionado,63.4,Bueno
1537,2024-08-01 00:00:00,Partido,Champions League,Sevilla,visitante,4,2,Victoria,Araujo,Disponible,53.1,Bueno
1538,2025-02-06 00:00:00,Partido,Copa del Rey,Real Madrid,local,3,3,derrota,Pedri,Disponible,58.8,Regular
1539,2025-02-07 00:00:00,Partido,La liga,Sevilla,local,4,1,victoria,De Jong,Disponible,59.4,Excelente
1540,2024-11-25 00:00:00,Partido,Amistoso,Sevilla,Local,0,3,empate,De Jong,Disponible,65.3,Regular
1541,2024-12-12 00:00:00,Rueda de Prensa,La Liga,Sevilla,Visitante,0,3,empate,Ter Stegen,Disponible,49.7,Regular
1542,2024-09-27 00:00:00,Partido,Copa del Rey,Bayern M.,visitante,3,0,Empate,Ter Stegen,Disponible,60.6,Regular
1543,2024-09-13 00:00:00,Partido,Copa del Rey,PSG,Local,2,3,empate,Pedri,Disponible,68.8,Regular
1544,2025-01-20 00:00:00,Partido,Supercopa España,Girona,Local,4,3,derrota,Araujo,Disponible,61.9,Regular
1545,2025-01-07 00:00:00,Partido,Champions League,Girona,visitante,1,1,victoria,Pedri,Lesionado,54.7,Regular
1546,2025-01-20 00:00:00,Entrenamiento,Copa del Rey,Real Madrid,Local,3,1,derrota,De Jong,Disponible,58.9,Regular
1547,2024-12-27 00:00:00,Partido,Copa del Rey,Sevilla,Visitante,1,0,Derrota,De Jong,Disponible,62.2,Regular
1548,2024-10-19 00:00:00,Partido,Amistoso,Real Madrid,Visitante,3,3,Derrota,Gavi,Sancionado,58.4,Regular
1549,2025-03-01 00:00:00,Partido,Amistoso,Bayern M.,local,2,0,Victoria,Ter Stegen,Lesionado,40.5,Bueno
1550,2025-02-19 00:00:00,Entrenamiento,La liga,Bayern M.,Local,2,3,Victoria,Gavi,Disponible,45.8,Regular
