ID_Estudiante,Universidad,Carrera,Edad,Sexo,Año_Cursado,Actividad_Extracurricular,Red_Social_Favorita,Motivacion_Principal,Reto_Mayor,Tecnologia_Clave,Promedio_Academico,Horas_Estudio_Semana,Horas_Ocio_Semana,Satisfaccion_Vida,Emprende,Fecha_Registro
360,ULA,Derecho,24,Femenino,1,Club de Debate,TikTok,Desarrollar habilidades,Presión social,Canva,12.58,37.1,3.5,Media,No,2023-12-04
361,UCAB,Ingeniería,19,Masculino,2,Club de Debate,WhatsApp,Superación personal,Falta de recursos,Python,11.14,24.4,4.9,Alta,No,2023-06-21
362,UPEL,Economía,27,Masculino,2,Arte,WhatsApp,Impactar en la sociedad,Desigualdad,HTML/CSS,19.18,15.5,17.9,Alta,No,2022-07-01
363,UC,Arquitectura,25,Femenino,2,Club de Debate,Instagram,Reconocimiento,Desmotivación,R,17.78,20.1,16.9,Media,No,2022-08-05
364,UC,Economía,19,Masculino,3,Música,Instagram,Innovar,Estrés académico,Python,18.22,15.9,14.8,Media,No,2023-05-06
365,LUZ,Administración,25,Masculino,5,Arte,Discord,Diversión,Presión social,Excel,19.03,30.4,13.1,Muy baja,Sí,2023-07-13
366,ULA,Comunicación Social,18,Otro,6,Voluntariado,TikTok,Innovar,Desinformación,Power BI,15.25,32.9,14.1,Media,No,2022-01-04
367,UNEXPO,Derecho,26,Femenino,4,Danza,Instagram,Reconocimiento,Desinformación,JavaScript,14.51,34.2,17.9,Media,No,2023-01-08
368,LUZ,Comunicación Social,25,Femenino,6,Deporte,Instagram,Superación personal,Estrés académico,SPSS,13.3,39.5,2.1,Baja,No,2023-05-31
369,LUZ,Comunicación Social,24,Femenino,4,Gaming,Facebook,Diversión,Desinformación,SQL,15.89,32.7,9.3,Media,No,2022-03-05
370,UNIMET,Comunicación Social,25,MASCULINO,3,Viajes,TikTok,Desarrollar habilidades,Ansiedad,Power BI,14.54,26.0,16.5,Muy alta,SI,2023-02-05
371,UCAB,Derecho,21,Otro,2,Club de Debate,Discord,Impactar en la sociedad,Presión social,Canva,14.52,16.9,22.2,Alta,Sí,2023-11-07
372,UC,Biología,27,Masculino,3,Voluntariado,Instagram,Desarrollar habilidades,Estrés académico,Power BI,19.37,24.1,6.9,Baja,No,2023-09-14
373,UCAB,Psicología,27,Masculino,3,Investigación,Discord,Desarrollar habilidades,Desigualdad,SPSS,19.84,6.4,17.3,Baja,SI,2022-08-02
374,USB,Administración,18,Masculino,1,Investigación,Twitter/X,Innovar,Presión social,R,17.96,31.1,22.0,Media,No,2022-01-12
375,UNIMET,Biología,24,Masculino,5,Viajes,Discord,Impactar en la sociedad,Estrés académico,Excel,17.57,20.6,14.4,Media,No,2023-08-20
376,UNEXPO,Administración,22,Femenino,4,Deporte,WhatsApp,Impactar en la sociedad,Falta de recursos,JavaScript,16.81,5.7,2.8,Media,SI,2022-05-26
377,UCAB,Medicina,24,Masculino,2,Club de Debate,WhatsApp,Reconocimiento,Desmotivación,Canva,11.66,7.2,14.6,Alta,No,2022-08-23
378,UCV,Economía,27,Femenino,4,Música,Discord,Reconocimiento,Desigualdad,Canva,10.59,18.6,10.3,Alta,No,2023-06-19
379,UPEL,Economía,21,Masculino,6,Viajes,WhatsApp,Impactar en la sociedad,Desmotivación,Figma,16.91,25.4,28.0,Alta,No,2023-12-14
380,USB,Educación,26,Masculino,4,Deporte,Twitter/X,Diversión,Falta de recursos,HTML/CSS,17.29,21.2,5.5,Media,No,2023-11-24
381,ULA,Economía,18,Masculino,6,Club de Debate,TikTok,Networking,Presión social,R,10.47,26.7,20.3,Alta,si,2022-05-16
382,UNEXPO,Derecho,22,Femenino,5,Voluntariado,WhatsApp,Reconocimiento,Desigualdad,Canva,19.28,21.8,3.5,Media,no,2023-03-09
383,USB,Arquitectura,21,Femenino,6,Danza,WhatsApp,Networking,Desmotivación,HTML/CSS,10.91,28.2,14.5,Baja,No,2022-09-25
384,UPEL,Ingeniería,21,Femenino,4,Música,Discord,Innovar,Desinformación,Canva,12.86,12.7,17.5,Alta,Sí,2023-02-14
385,UNIMET,Educación,17,Femenino,4,Gaming,Twitter/X,Diversión,Desmotivación,Excel,16.72,8.9,10.3,Alta,Sí,2022-09-11
386,UPEL,Ingeniería,18,Femenino,6,Investigación,TikTok,Impactar en la sociedad,Estrés académico,HTML/CSS,11.7,25.9,14.7,Muy alta,No,2022-05-23
387,LUZ,Administración,24,femenino,3,Emprendimiento,Discord,Diversión,Presión social,SPSS,10.55,22.0,6.6,Alta,Sí,2022-05-31
388,UPEL,Ingeniería,19,Masculino,5,Voluntariado,Discord,Reconocimiento,Ansiedad,Figma,13.31,5.9,10.5,Muy alta,No,2023-06-02
389,LUZ,Ingeniería,26,Femenino,1,Investigación,Facebook,Desarrollar habilidades,Desmotivación,Excel,17.66,18.3,19.4,Muy alta,No,2023-11-27
390,UNIMET,Educación,19,Femenino,2,Arte,Twitter/X,Innovar,Desigualdad,SPSS,14.14,8.7,10.5,Alta,No,2023-07-02
391,UNEARTE,Medicina,24,Femenino,4,Emprendimiento,TikTok,Impactar en la sociedad,Desigualdad,JavaScript,16.53,23.6,27.2,Alta,No,2023-09-12
392,LUZ,Comunicación Social,24,Masculino,2,Investigación,Twitter/X,Superación personal,Falta de tiempo,R,15.8,18.9,19.6,Alta,No,2022-06-21
393,ULA,Economía,18,Masculino,1,Deporte,TikTok,Innovar,Desmotivación,R,10.22,26.5,14.3,Muy alta,No,2022-06-13
394,UPEL,Economía,24,Otro,2,Música,Twitter/X,Networking,Presión social,SQL,19.89,33.2,3.1,Alta,No,2022-07-06
395,UPEL,Derecho,27,Masculino,1,Investigación,Discord,Diversión,Presión social,SQL,10.41,15.5,16.0,Baja,No,2023-04-23
396,ULA,Educación,17,MASCULINO,6,Gaming,Discord,Impactar en la sociedad,Falta de recursos,HTML/CSS,19.68,38.7,23.4,Alta,No,2023-11-29
397,UCV,Derecho,22,Masculino,3,Danza,Instagram,Innovar,Falta de tiempo,R,15.5,23.7,9.4,Baja,No,2022-02-03
398,UC,Arquitectura,24,Femenino,4,Deporte,WhatsApp,Diversión,Desmotivación,HTML/CSS,19.63,26.6,24.6,Media,No,2022-08-01
399,UNEARTE,Arquitectura,19,femenino,1,Voluntariado,Facebook,Impactar en la sociedad,Desinformación,SQL,11.15,28.8,9.1,Media,NO,2023-05-13
400,UNEXPO,Derecho,24,Femenino,2,Voluntariado,Twitter/X,Reconocimiento,Falta de recursos,JavaScript,14.9,28.3,25.1,Alta,No,2022-02-18
401,LUZ,Educación,17,Masculino,4,Voluntariado,Facebook,Innovar,Falta de tiempo,Canva,11.7,22.9,4.4,Muy alta,Sí,2022-08-27
402,ULA,Derecho,27,Femenino,3,Voluntariado,Instagram,Reconocimiento,Desmotivación,SPSS,10.51,20.0,26.3,Media,No,2023-01-05
403,UNIMET,Economía,27,Masculino,6,Danza,WhatsApp,Innovar,Desmotivación,Power BI,16.18,6.9,16.0,Baja,No,2023-03-09
404,LUZ,Biología,25,Masculino,4,Investigación,Twitter/X,Reconocimiento,Falta de recursos,HTML/CSS,12.08,5.8,10.3,Media,No,2023-04-07
405,UC,Psicología,27,Masculino,1,Club de Debate,TikTok,Diversión,Desinformación,JavaScript,15.88,17.5,9.4,Alta,si,2023-01-25
406,UNIMET,Ingeniería,25,Masculino,3,Investigación,WhatsApp,Superación personal,Falta de tiempo,SPSS,11.12,16.7,14.1,Media,No,2022-11-14
407,USB,Psicología,21,Femenino,2,Arte,Discord,Innovar,Desmotivación,R,13.32,18.6,30.0,Media,SI,2022-01-05
408,UPEL,Educación,26,Femenino,3,Música,Instagram,Innovar,Desmotivación,Canva,17.82,9.8,8.2,Baja,SI,2023-03-28
409,USB,Psicología,20,Femenino,3,Emprendimiento,WhatsApp,Reconocimiento,Falta de tiempo,SPSS,14.37,30.8,4.9,Media,Sí,2023-08-29
410,LUZ,Arquitectura,27,Femenino,5,Club de Debate,WhatsApp,Impactar en la sociedad,Ansiedad,Figma,16.28,35.0,18.4,Media,No,2022-08-11
411,UC,Administración,22,Masculino,3,Club de Debate,Discord,Innovar,Falta de recursos,SQL,16.47,37.9,15.7,Alta,No,2022-03-18
412,UNEARTE,Ingeniería,23,Femenino,3,Investigación,Twitter/X,Reconocimiento,Falta de recursos,SPSS,18.44,22.2,16.7,Baja,No,2023-12-06
413,LUZ,Comunicación Social,21,masculino,4,Club de Debate,TikTok,Desarrollar habilidades,Desigualdad,Power BI,13.25,29.5,20.7,Alta,No,2022-03-15
414,ULA,Educación,27,Masculino,2,Viajes,Discord,Reconocimiento,Desinformación,JavaScript,16.87,34.9,9.5,Media,No,2022-07-01
415,UCAB,Ingeniería,26,Masculino,4,Viajes,TikTok,Diversión,Estrés académico,Canva,19.62,19.6,27.5,Media,No,2022-10-21
416,LUZ,Psicología,25,Femenino,4,Arte,Twitter/X,Superación personal,Ansiedad,Excel,17.3,15.8,14.2,Media,No,2022-09-08
417,UPEL,Arquitectura,19,Masculino,1,Emprendimiento,WhatsApp,Desarrollar habilidades,Falta de tiempo,SPSS,14.9,37.8,5.6,Alta,No,2023-07-20
418,UPEL,Medicina,23,Otro,4,Gaming,TikTok,Diversión,Falta de tiempo,Python,16.31,23.0,22.8,Muy alta,Sí,2023-01-25
419,LUZ,Biología,26,Masculino,5,Danza,Instagram,Diversión,Falta de tiempo,Power BI,17.4,22.4,20.0,Muy alta,No,2022-02-16
420,UNIMET,Comunicación Social,26,Masculino,5,Investigación,Instagram,Diversión,Ansiedad,Power BI,16.12,11.2,10.8,Alta,No,2023-10-25
421,UCAB,Biología,27,Masculino,1,Danza,Discord,Impactar en la sociedad,Desmotivación,Python,10.17,8.8,19.4,Media,No,2022-11-05
422,ULA,Ingeniería,21,Femenino,6,Gaming,Twitter/X,Diversión,Falta de tiempo,Figma,11.95,34.5,8.2,Alta,Sí,2022-03-10
423,LUZ,Arquitectura,23,Masculino,2,Investigación,Discord,Impactar en la sociedad,Falta de tiempo,Excel,18.1,26.5,14.5,Alta,no,2022-04-13
424,UNIMET,Arquitectura,18,Femenino,2,Investigación,Discord,Diversión,Desinformación,SQL,12.73,16.4,27.2,Baja,No,2023-10-12
425,UPEL,Psicología,20,Femenino,4,Emprendimiento,Facebook,Networking,Presión social,JavaScript,17.32,11.7,5.7,Alta,Sí,2022-09-02
426,UPEL,Economía,18,Femenino,4,Danza,Discord,Desarrollar habilidades,Presión social,Canva,13.72,24.4,12.8,Media,No,2023-08-20
427,UC,Psicología,23,Femenino,6,Viajes,Facebook,Networking,Desigualdad,JavaScript,15.22,25.4,25.0,Baja,No,2023-03-19
428,LUZ,Economía,18,Femenino,4,Voluntariado,Instagram,Diversión,Desigualdad,Excel,10.68,12.2,29.1,Media,No,2023-12-09
429,UCAB,Economía,27,Femenino,2,Danza,Instagram,Desarrollar habilidades,Falta de tiempo,JavaScript,11.81,34.8,14.7,Media,No,2022-09-27
430,UCV,Comunicación Social,17,masculino,3,Música,Discord,Desarrollar habilidades,Desinformación,Python,19.57,7.9,16.2,Alta,No,2023-11-17
431,UCAB,Psicología,25,Masculino,5,Música,Instagram,Innovar,Falta de tiempo,Power BI,18.9,17.5,18.0,Media,Sí,2022-05-04
432,UPEL,Medicina,17,masculino,3,Investigación,Twitter/X,Superación personal,Desigualdad,JavaScript,16.52,28.8,28.1,Baja,Sí,2023-03-04
433,UPEL,Derecho,24,Femenino,3,Voluntariado,Facebook,Networking,Ansiedad,HTML/CSS,14.6,14.6,26.0,Baja,No,2022-09-06
434,USB,Derecho,18,Femenino,2,Deporte,Facebook,Superación personal,Ansiedad,SPSS,16.76,34.0,6.8,Alta,No,2023-11-20
435,UPEL,Psicología,24,Masculino,3,Gaming,Discord,Desarrollar habilidades,Desmotivación,Excel,16.19,30.9,14.2,Alta,No,2022-10-08
436,ULA,Psicología,19,Femenino,6,Arte,Instagram,Impactar en la sociedad,Estrés académico,Figma,15.69,32.6,15.0,Media,si,2022-09-26
437,UNEXPO,Biología,22,Femenino,1,Voluntariado,TikTok,Desarrollar habilidades,Presión social,HTML/CSS,10.59,9.2,24.1,Muy baja,No,2022-08-19
438,LUZ,Comunicación Social,19,Masculino,4,Arte,Facebook,Superación personal,Desinformación,Python,16.33,9.9,18.9,Baja,No,2023-04-25
439,UCAB,Psicología,23,Femenino,1,Danza,Discord,Networking,Falta de recursos,R,17.69,15.0,20.3,Muy alta,No,2023-08-17
440,UNEXPO,Biología,26,Masculino,5,Danza,Discord,Diversión,Presión social,Python,19.94,23.1,29.9,Media,Sí,2023-09-26
441,UNIMET,Economía,25,Masculino,4,Arte,Twitter/X,Innovar,Falta de recursos,Figma,10.11,31.2,4.1,Media,SI,2022-02-16
442,UCV,Arquitectura,18,Femenino,3,Gaming,WhatsApp,Innovar,Estrés académico,Figma,17.3,34.3,8.2,Muy baja,No,2022-04-20
443,ULA,Arquitectura,21,Femenino,5,Voluntariado,WhatsApp,Innovar,Estrés académico,HTML/CSS,15.72,29.7,13.4,Alta,No,2023-10-01
444,UCAB,Economía,22,Masculino,4,Deporte,Facebook,Diversión,Falta de tiempo,SPSS,14.34,37.5,11.7,Alta,No,2022-05-13
445,UNEXPO,Educación,20,Masculino,6,Investigación,Twitter/X,Innovar,Desigualdad,Excel,11.28,30.9,2.6,Media,No,2023-12-26
446,UCV,Biología,20,Femenino,6,Emprendimiento,Twitter/X,Networking,Estrés académico,SQL,14.09,15.7,4.6,Baja,no,2023-01-31
447,USB,Biología,20,MASCULINO,6,Danza,Twitter/X,Diversión,Estrés académico,Power BI,13.54,14.3,21.1,Media,Sí,2022-09-08
448,ULA,Economía,18,Femenino,6,Música,Facebook,Innovar,Falta de recursos,HTML/CSS,13.03,29.4,26.6,Alta,si,2022-01-16
449,ULA,Medicina,20,Masculino,3,Gaming,WhatsApp,Diversión,Desigualdad,Figma,17.31,11.8,16.4,Muy alta,No,2023-03-31
450,USB,Administración,27,FEMENINO,1,Emprendimiento,Twitter/X,Superación personal,Estrés académico,R,17.01,8.2,17.1,Alta,No,2023-04-22
451,LUZ,Ingeniería,17,Femenino,4,Deporte,Instagram,Networking,Presión social,Canva,15.89,23.6,9.1,Alta,No,2022-05-09
452,USB,Economía,22,Femenino,3,Club de Debate,Discord,Reconocimiento,Desmotivación,Figma,19.39,33.8,23.5,Baja,no,2023-01-24
453,ULA,Psicología,17,Femenino,6,Investigación,Discord,Impactar en la sociedad,Estrés académico,SPSS,13.5,8.5,23.1,Alta,Sí,2022-05-01
454,ULA,Psicología,26,Femenino,1,Danza,TikTok,Innovar,Desmotivación,SPSS,12.44,32.7,18.5,Alta,No,2023-07-20
455,UNEXPO,Comunicación Social,22,Femenino,5,Investigación,TikTok,Impactar en la sociedad,Desigualdad,Figma,16.56,33.4,8.0,Media,no,2023-01-22
456,UPEL,Economía,17,Masculino,5,Emprendimiento,Facebook,Diversión,Falta de tiempo,SPSS,11.99,21.9,4.7,Muy alta,No,2022-04-03
457,UCV,Comunicación Social,22,Femenino,5,Investigación,Facebook,Impactar en la sociedad,Desinformación,HTML/CSS,13.15,7.0,3.8,Baja,Sí,2022-11-09
458,USB,Economía,26,Masculino,6,Club de Debate,Discord,Networking,Desigualdad,Figma,12.25,11.1,18.6,Media,No,2022-04-30
459,UCV,Biología,24,MASCULINO,5,Emprendimiento,Instagram,Networking,Falta de recursos,Figma,10.69,29.8,25.1,Alta,No,2023-10-26
460,USB,Ingeniería,27,Masculino,2,Danza,WhatsApp,Desarrollar habilidades,Desinformación,Excel,18.27,29.9,26.0,Alta,No,2022-10-19
461,UNIMET,Biología,18,Masculino,4,Voluntariado,WhatsApp,Innovar,Presión social,Power BI,12.55,36.4,15.0,Alta,No,2023-04-02
462,ULA,Administración,18,Femenino,4,Música,Facebook,Desarrollar habilidades,Ansiedad,R,14.73,25.4,24.0,Baja,No,2023-11-30
463,UPEL,Arquitectura,20,Masculino,6,Emprendimiento,Instagram,Impactar en la sociedad,Desmotivación,SPSS,10.43,9.3,28.5,Alta,No,2023-03-04
464,UNEXPO,Derecho,27,Masculino,2,Viajes,Facebook,Reconocimiento,Desmotivación,Excel,16.99,9.2,9.7,Alta,No,2022-02-19
465,UPEL,Economía,19,Femenino,3,Club de Debate,WhatsApp,Desarrollar habilidades,Desmotivación,SQL,13.31,30.2,13.1,Media,si,2022-06-27
466,UPEL,Administración,20,Femenino,3,Emprendimiento,Facebook,Desarrollar habilidades,Desigualdad,SQL,17.45,11.4,28.1,Muy alta,No,2023-03-31
467,UPEL,Arquitectura,23,Masculino,5,Emprendimiento,Twitter/X,Networking,Desmotivación,JavaScript,14.12,16.5,11.5,Alta,No,2022-07-05
468,UCV,Educación,27,Femenino,1,Viajes,Facebook,Reconocimiento,Falta de tiempo,HTML/CSS,11.96,22.1,27.6,Baja,No,2023-03-24
469,USB,Ingeniería,17,Femenino,3,Danza,Discord,Diversión,Desmotivación,HTML/CSS,15.13,5.9,29.5,Alta,No,2023-10-01
470,UNEARTE,Comunicación Social,22,Femenino,1,Emprendimiento,Facebook,Impactar en la sociedad,Falta de recursos,Python,11.31,13.7,20.5,Baja,No,2022-10-09
471,UNIMET,Comunicación Social,19,Femenino,4,Música,Discord,Desarrollar habilidades,Presión social,R,14.41,19.3,24.9,Muy baja,No,2022-05-19
472,UCAB,Biología,27,Masculino,1,Investigación,Instagram,Reconocimiento,Desmotivación,Figma,13.17,14.8,23.0,Media,No,2023-10-02
473,UPEL,Psicología,26,Masculino,4,Danza,WhatsApp,Innovar,Desmotivación,SPSS,19.12,9.8,21.6,Muy alta,No,2022-10-17
474,LUZ,Arquitectura,23,Masculino,2,Música,TikTok,Reconocimiento,Desinformación,R,10.61,30.5,10.6,Baja,No,2023-03-01
475,UCV,Educación,26,Femenino,2,Danza,TikTok,Impactar en la sociedad,Presión social,JavaScript,16.94,33.5,3.6,Alta,Sí,2022-03-24
476,UNEXPO,Administración,18,Femenino,6,Música,WhatsApp,Reconocimiento,Desmotivación,Python,11.83,14.0,11.6,Baja,Sí,2023-12-16
477,UCAB,Ingeniería,18,Masculino,6,Club de Debate,TikTok,Reconocimiento,Desigualdad,Excel,13.19,32.1,20.7,Alta,No,2022-12-08
478,UNEARTE,Arquitectura,20,Femenino,5,Música,Facebook,Reconocimiento,Estrés académico,R,14.16,18.5,4.9,Alta,No,2022-02-09
479,LUZ,Educación,17,Femenino,3,Arte,Instagram,Innovar,Falta de tiempo,Excel,19.08,22.7,2.3,Alta,no,2023-07-12
480,UNEARTE,Derecho,19,Masculino,5,Música,Instagram,Desarrollar habilidades,Desigualdad,SQL,12.43,35.0,5.9,Media,No,2023-10-14
481,UCAB,Economía,25,Femenino,4,Voluntariado,WhatsApp,Impactar en la sociedad,Ansiedad,SPSS,10.91,31.2,22.0,Alta,No,2023-03-17
482,UPEL,Comunicación Social,23,Masculino,5,Voluntariado,TikTok,Innovar,Desigualdad,JavaScript,13.19,33.2,29.2,Muy alta,No,2023-07-07
483,LUZ,Administración,23,Femenino,1,Gaming,Facebook,Reconocimiento,Desinformación,Figma,11.05,9.8,29.5,Alta,No,2022-04-04
484,UNEARTE,Comunicación Social,27,Femenino,4,Arte,Instagram,Reconocimiento,Desinformación,SPSS,11.29,7.4,15.8,Media,No,2023-05-10
485,UNEXPO,Administración,20,Femenino,6,Arte,Instagram,Desarrollar habilidades,Desmotivación,Power BI,15.74,36.3,26.3,Muy alta,No,2022-09-09
486,USB,Biología,18,masculino,2,Investigación,Twitter/X,Impactar en la sociedad,Desigualdad,HTML/CSS,10.61,18.6,22.6,Muy baja,No,2022-04-23
487,ULA,Psicología,20,Masculino,6,Arte,Twitter/X,Networking,Desinformación,JavaScript,10.31,15.1,16.0,Alta,No,2023-07-01
488,USB,Administración,22,femenino,3,Investigación,Instagram,Innovar,Estrés académico,R,17.14,30.4,18.0,Muy alta,Sí,2023-01-20
489,UCAB,Comunicación Social,27,Masculino,4,Gaming,WhatsApp,Desarrollar habilidades,Presión social,SPSS,13.62,34.3,5.8,Baja,Sí,2022-01-06
490,UCV,Biología,27,Femenino,4,Gaming,Discord,Impactar en la sociedad,Desigualdad,Canva,11.25,35.2,28.3,Media,Sí,2022-09-07
491,ULA,Administración,19,Masculino,1,Club de Debate,Discord,Innovar,Falta de tiempo,HTML/CSS,12.54,16.1,11.9,Media,No,2022-11-08
492,UNIMET,Derecho,17,Masculino,3,Voluntariado,Facebook,Reconocimiento,Estrés académico,HTML/CSS,16.42,34.8,14.5,Alta,No,2023-12-07
493,UNEXPO,Psicología,24,Masculino,2,Música,Instagram,Impactar en la sociedad,Desmotivación,Canva,12.76,6.4,20.8,Alta,No,2022-11-02
494,UNIMET,Administración,21,Femenino,4,Música,Instagram,Impactar en la sociedad,Presión social,Python,14.95,6.7,11.3,Media,No,2022-04-03
495,LUZ,Biología,21,Masculino,4,Viajes,Instagram,Diversión,Falta de tiempo,Python,11.22,26.8,9.1,Media,no,2023-04-16
496,ULA,Arquitectura,27,Femenino,1,Viajes,WhatsApp,Impactar en la sociedad,Desmotivación,Canva,15.88,7.2,19.7,Media,no,2022-10-04
497,UNIMET,Medicina,20,Femenino,5,Deporte,Twitter/X,Networking,Falta de tiempo,Power BI,13.16,16.4,2.7,Media,No,2022-09-10
498,UNIMET,Educación,22,Masculino,2,Danza,Instagram,Impactar en la sociedad,Desmotivación,SQL,16.27,28.5,22.2,Baja,Sí,2022-03-03
499,UNEARTE,Medicina,19,Masculino,6,Club de Debate,Instagram,Networking,Falta de tiempo,Canva,18.08,16.8,16.4,Muy alta,No,2022-11-29
500,USB,Medicina,25,Femenino,3,Deporte,TikTok,Reconocimiento,Presión social,SQL,16.12,11.3,19.0,Muy baja,No,2023-12-19
501,UNEARTE,Ingeniería,21,Femenino,4,Deporte,WhatsApp,Networking,Estrés académico,SPSS,12.96,14.8,19.7,Muy alta,Sí,2022-05-06
502,ULA,Derecho,19,Masculino,4,Emprendimiento,Facebook,Innovar,Falta de tiempo,Power BI,12.56,21.0,16.8,Alta,No,2022-11-13
503,ULA,Arquitectura,27,Masculino,6,Emprendimiento,Instagram,Reconocimiento,Falta de tiempo,JavaScript,13.27,21.6,18.3,Media,no,2023-11-09
504,UCAB,Economía,17,Masculino,2,Deporte,TikTok,Reconocimiento,Falta de recursos,SQL,11.65,32.4,21.1,Alta,No,2023-07-08
505,UNEARTE,Administración,26,femenino,5,Arte,Discord,Networking,Desigualdad,HTML/CSS,11.81,31.3,23.1,Alta,Sí,2022-06-18
506,UC,Educación,22,Masculino,4,Danza,Facebook,Desarrollar habilidades,Presión social,SPSS,17.91,21.0,22.4,Media,Sí,2023-08-06
507,USB,Psicología,18,Femenino,2,Club de Debate,Instagram,Superación personal,Desmotivación,HTML/CSS,13.85,34.6,26.3,Baja,No,2022-01-26
508,ULA,Arquitectura,19,Masculino,6,Deporte,Instagram,Impactar en la sociedad,Presión social,Power BI,14.36,9.0,7.3,Media,Sí,2023-12-17
509,UCAB,Comunicación Social,17,Femenino,1,Música,TikTok,Diversión,Desinformación,SQL,15.94,13.9,13.2,Media,No,2022-09-20
510,UNEARTE,Economía,25,Femenino,5,Danza,WhatsApp,Superación personal,Desmotivación,Excel,15.9,34.0,28.5,Muy baja,No,2023-11-11
511,USB,Ingeniería,24,Masculino,3,Emprendimiento,Instagram,Impactar en la sociedad,Presión social,Power BI,10.67,18.2,13.1,Media,Sí,2022-02-24
512,UNEARTE,Ingeniería,18,Femenino,4,Música,Discord,Impactar en la sociedad,Estrés académico,Power BI,18.32,39.3,5.5,Baja,no,2022-03-18
513,UNIMET,Arquitectura,27,Otro,2,Emprendimiento,Instagram,Reconocimiento,Desmotivación,Excel,11.77,21.3,16.7,Media,No,2022-09-06
514,UCAB,Biología,24,Masculino,1,Emprendimiento,Discord,Impactar en la sociedad,Desmotivación,SPSS,17.23,32.7,5.1,Baja,Sí,2023-03-03
515,USB,Medicina,25,Masculino,3,Danza,Facebook,Diversión,Presión social,SQL,17.73,19.1,7.7,Baja,No,2023-07-22
516,UPEL,Comunicación Social,17,Masculino,2,Emprendimiento,Facebook,Impactar en la sociedad,Desmotivación,SQL,17.15,19.9,30.0,Baja,No,2023-09-05
517,LUZ,Ingeniería,21,Masculino,2,Gaming,Twitter/X,Networking,Falta de recursos,HTML/CSS,15.79,18.4,17.2,Muy alta,No,2023-01-19
518,LUZ,Educación,24,Masculino,3,Voluntariado,Twitter/X,Superación personal,Desigualdad,Power BI,10.15,30.2,10.0,Muy baja,no,2022-08-15
519,USB,Ingeniería,27,Masculino,1,Gaming,Discord,Networking,Desmotivación,Power BI,13.6,24.2,29.9,Alta,No,2023-04-26
520,UNEARTE,Psicología,18,Femenino,6,Voluntariado,WhatsApp,Diversión,Desigualdad,Figma,16.05,38.0,29.1,Baja,no,2023-07-20
521,UCAB,Administración,20,Masculino,1,Viajes,Instagram,Impactar en la sociedad,Presión social,JavaScript,13.87,13.8,14.3,Muy alta,No,2022-07-20
522,LUZ,Ingeniería,23,Femenino,5,Viajes,Instagram,Innovar,Falta de tiempo,Power BI,18.63,8.5,9.3,Baja,No,2022-07-09
523,UCAB,Psicología,19,Masculino,4,Emprendimiento,Twitter/X,Diversión,Ansiedad,R,13.09,18.8,25.5,Muy alta,NO,2022-05-02
524,LUZ,Arquitectura,21,Masculino,3,Club de Debate,Discord,Reconocimiento,Ansiedad,JavaScript,12.94,26.6,22.0,Alta,No,2022-07-09
525,UNIMET,Arquitectura,24,Masculino,6,Club de Debate,Instagram,Networking,Falta de tiempo,R,12.66,35.1,21.2,Muy baja,Sí,2022-07-07
526,UNEARTE,Economía,26,Femenino,3,Voluntariado,Instagram,Networking,Falta de tiempo,SQL,13.33,17.1,27.0,Muy alta,No,2023-06-17
527,UNIMET,Ingeniería,19,Femenino,3,Música,WhatsApp,Desarrollar habilidades,Falta de tiempo,JavaScript,15.57,27.9,21.3,Alta,No,2023-05-15
528,LUZ,Educación,20,Masculino,1,Danza,TikTok,Impactar en la sociedad,Estrés académico,Power BI,17.07,17.3,9.9,Media,Sí,2023-06-28
529,UPEL,Ingeniería,25,Femenino,4,Emprendimiento,Twitter/X,Reconocimiento,Ansiedad,Excel,16.63,26.6,21.4,Alta,NO,2023-06-24
530,UPEL,Educación,23,Femenino,5,Danza,Twitter/X,Innovar,Falta de tiempo,HTML/CSS,18.08,36.0,10.6,Muy alta,Sí,2022-01-16
531,UNIMET,Derecho,17,Femenino,2,Gaming,TikTok,Networking,Estrés académico,R,18.86,13.1,23.3,Media,Sí,2022-10-18
532,UPEL,Economía,20,femenino,2,Club de Debate,Instagram,Networking,Desinformación,JavaScript,18.16,19.1,19.4,Media,SI,2023-12-19
533,LUZ,Derecho,20,Masculino,3,Arte,WhatsApp,Reconocimiento,Desmotivación,Power BI,10.19,39.8,4.2,Alta,No,2022-09-19
534,USB,Ingeniería,25,Femenino,4,Gaming,WhatsApp,Diversión,Estrés académico,JavaScript,17.36,35.4,16.4,Alta,Sí,2023-04-22
535,UNIMET,Economía,22,Femenino,6,Gaming,Twitter/X,Diversión,Ansiedad,Power BI,12.08,24.8,11.6,Muy alta,No,2023-01-08
536,UCV,Derecho,25,Femenino,1,Voluntariado,WhatsApp,Impactar en la sociedad,Presión social,Power BI,11.33,23.1,11.2,Alta,No,2023-06-13
537,UNEARTE,Medicina,22,Masculino,4,Investigación,Facebook,Desarrollar habilidades,Desinformación,Power BI,16.38,15.0,18.9,Media,Sí,2022-09-13
538,UPEL,Ingeniería,22,Masculino,4,Gaming,TikTok,Networking,Ansiedad,Figma,13.2,23.1,11.0,Muy alta,NO,2022-04-29
539,UPEL,Derecho,21,Femenino,1,Emprendimiento,Instagram,Desarrollar habilidades,Desmotivación,HTML/CSS,10.57,34.7,23.8,Baja,No,2023-05-04
