ID_Venta,Medicamento,Categoría,Precio_Unitario (USD),Cantidad,Total_Venta (USD),Fecha_Venta,Método_Pago,Sucursal,Receta_Médica,Descuento (%),Stock_Actual
1522,Losartán,Antialérgico,19.66,3,58.98,2023-04-03,Pago Móvil,Este,No,0,473
1523,Loratadina,Antiinflamatorio,48.53,3,138.31,2023-09-23,Efectivo en $,Norte,No,5,9
1524,Salbutamol,Antialérgico,42.26,2,84.52,2023-11-28,Efectivo en Bs,Norte,No,0,83
1525,Atorvastatina,Antibiótico,42.08,5,210.4,2023-12-16,Pago Móvil,Oeste,No,0,359
1526,Losartán,Antibiótico,23.97,3,68.31,2023-12-27,Pago Móvil,Sur,No,5,83
1527,Metformina,Antibiótico,21.33,6,127.98,2023-09-14,Efectivo en $,Oeste,No,0,271
1528,Losartán,Vitamina,14.4,2,27.36,2023-05-13,Efectivo en $,Oeste,No,5,33
1529,Cetirizina,Antiinflamatorio,3.76,3,10.72,2023-10-03,Efectivo en Bs,Norte,No,5,336
1530,Atorvastatina,Antialérgico,43.37,5,108.42,2023-09-21,Tarjeta,Norte,Sí,50,37
1531,Metformina,Analgésico,40.83,1,40.83,2023-06-20,Tarjeta,Sur,No,0,83
1532,Paracetamol,Antibiótico,49.99,1,44.99,2023-01-01,Tarjeta,Norte,Sí,10,56
1533,Diclofenaco,Vitamina,49.84,9,448.56,2023-11-09,Efectivo en Bs,Sur,No,0,478
1534,Salbutamol,Vitamina,28.22,7,197.54,2023-03-05,Efectivo en Bs,Norte,No,0,111
1535,Paracetamol,Analgésico,38.68,1,38.68,2023-10-11,Tarjeta,Sur,Sí,0,168
1536,Cetirizina,Vitamina,47.29,8,359.4,2023-05-01,Transferencia,Centro,No,5,479
1537,Acetaminofén,Antialérgico,42.63,3,127.89,2023-04-17,Efectivo en $,Este,No,0,67
1538,Omeprazol,Antialérgico,13.12,8,104.96,2023-06-24,Pago Móvil,Oeste,No,0,96
1539,Cetirizina,Analgésico,23.08,5,115.4,2023-07-23,Efectivo en $,Norte,No,0,50
1540,Amoxicilina,Vitamina,7.33,1,6.6,2023-06-14,Pago Móvil,Sur,Sí,10,43
1541,Diclofenaco,Analgésico,47.75,7,300.82,2023-11-01,Transferencia,Centro,Sí,10,36
1542,Diclofenaco,Antibiótico,30.7,5,145.82,2023-04-30,Pago Móvil,Norte,Sí,5,34
1543,Aspirina,Antialérgico,12.2,6,73.2,2023-02-13,Tarjeta,Centro,Sí,0,19
1544,Amoxicilina,Antiinflamatorio,33.91,6,203.46,2023-11-08,Efectivo en $,Norte,No,0,11
1545,Cetirizina,Antiinflamatorio,31.29,8,237.8,2023-06-05,Efectivo en Bs,Sur,No,5,72
1546,Atorvastatina,Antibiótico,18.55,9,166.95,2023-07-26,Efectivo en $,Sur,Sí,0,8
1547,Paracetamol,Antibiótico,6.56,2,13.12,2023-04-18,Efectivo en Bs,Centro,Sí,0,14
1548,Aspirina,Antibiótico,33.91,9,289.93,2023-09-08,Efectivo en Bs,Sur,Sí,5,87
1549,Loratadina,Antibiótico,26.5,9,119.25,2023-11-30,Efectivo en Bs,Centro,No,50,14
1550,Aspirina,Antialérgico,38.84,7,258.29,2023-05-10,Pago Móvil,Norte,Sí,5,2
1376,Salbutamol,Antiinflamatorio,16.63,3,49.89,2023-07-13,Efectivo en Bs,Norte,No,0,34
1234,Amoxicilina,Antiinflamatorio,25.13,3,71.62,2023-12-01,Tarjeta,Oeste,No,5,2
1239,Acetaminofén,Antialérgico,32.63,3,97.89,2023-12-18,Efectivo en Bs,Este,No,0,44
1235,Aspirina,Antibiótico,10.57,6,63.42,2023-08-10,Tarjeta,Sur,No,0,34
1207,Amoxicilina,Antialérgico,5.97,5,29.85,2023-03-23,Transferencia,Este,Sí,0,88
1125,Loratadina,Antibiótico,12.17,9,93.1,2023-09-26,Efectivo en $,Oeste,Sí,15,97
1116,Salbutamol,Antibiótico,43.7,3,131.1,2023-03-02,Pago Móvil,Centro,Sí,0,65
1402,Cetirizina,Antibiótico,45.23,4,180.92,2023-04-21,Pago Móvil,Este,No,0,78
1548,Aspirina,Antibiótico,33.91,9,289.93,2023-09-08,Efectivo en Bs,Sur,Sí,5,87
1471,Vitamina C,Antibiótico,1.6,9,14.4,2023-09-19,Tarjeta,Oeste,No,0,96
